"012. Arbres - Plantation ou remplacement d’un arbre
",Demande d’informations concernant la plantation d’un nouvel arbre (privé ou en emprise)," Subvention – plantation d’arbres  https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  https://www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx ,  Règlementation relatif aux arbres (PDF)  https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/reglements-arbre-modifications.pdf ,  subvention pour la plantation d'un nouvel arbre https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  %09https:/www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx , ","Planifiez-vous une plantation suivant l’obtention d’un permis d’abattage?
Si vous planifiez planter un arbre en façade de votre maison, ou sur le côté, êtes-vous en mesure de bien identifier votre emprise afin de ne rien planter dans la partie appartenant à la ville?
Êtes-vous en attente de la ville pour planter un arbre de remplacement en emprise suivant un abattage?
","
Subvention pour la plantation d'un nouvel arbre :
La Ville de Laval offre une  ​sur les terrains des citoyens. Consultez le site Internet en cliquant sur « Citoyens » dans le menu principal du haut, et ensuite sur « Subventions et programmes », pour connaître :
les conditions d’admissibilité
les espèces recommandées et les arbres non admissibles
la procédure de demande de subvention, etc.

Si l'arbre est planté en remplacement d'un arbre abattu (à la suite de l'obtention d'un certificat d'autorisation d'abattage), la date limite de plantation doit être respectée pour avoir droit à la subvention. Celle-ci est toujours inscrite en bas du permis, au-dessus de la signature du directeur du Service des travaux publics ou son représentant autorisé. 


Plantation d’un arbre à la suite d’une nouvelle construction :
Se référer à l’article « Construction d’une maison neuve – obligations » de la banque d’information.


Plantation d’arbres en emprise ou sur un terrain public :
Définition d’emprise : l’emprise représente la portion de terrain adjacente à une voie publique située sur une propriété, mais appartenant à la Ville. La largeur varie d'un terrain à l'autre : elle peut être nulle ou avoir plus de 10 mètres.​ Référez-vous à votre certificat de localisation pour obtenir une mesure précise. Pour plus d'information, visitez le environnement.laval.ca, catégorie « Arbres », onglet « ». 

Seule la Ville de Laval est responsable de la plantation des arbres situés dans l’emprise publique, du choix de l’emplacement et de l’espèce d’arbre à planter. Les mêmes restrictions s’appliquent sur les terrains publics tels que les terre-pleins et les parcs.

Délais d’intervention : En raison d’un volume important d’arbre en emprise nécessitant une intervention, il est impossible pour la ville d’indiquer un délai ou une date à laquelle elle interviendra pour planter un arbre en emprise. Le délai de traitement d’une demande peut être de plusieurs mois, voire plus d’un an.  

Le citoyen N’A PAS à entretenir l’arbre planté dans l’emprise. Il ne doit pas tailler ou couper l’arbre en emprise.

Des constats d’infractions peuvent être émis aux citoyens qui empêchent la plantation d’un arbre en emprise ou s’ils endommagent un arbre de la ville.

","Remplacement d’un arbre, plantation, nouvel arbre, subvention, plan, plantage, reboisement, emprise, restrictions, choix d’arbres", Foresterie – Janie Jette,26/07/2017,29-01-2018
171. Planification du territoire et consultation citoyenne,Information sur les activités de planification et de consultation citoyenne sur le développement du territoire," Repensons Laval https://www.repensonslaval.ca/ ,  Repensons Laval https://www.repensonslaval.ca/ , ",,"
Repensons Laval :
La Ville de Laval place au cœur de ses priorités la participation des citoyens et des groupes à sa vie civique et à son développement. Vous trouverez sur le site  les projets municipaux qui font l’objet d’une consultation publique et pour lesquels la contribution des citoyens est sollicitée. 

À partir de cette plateforme, il est possible de s’informer sur les projets en cours, partager des idées et s’inscrire aux différentes activités de consultation.

Voici quelques exemples de projets réalisés :
Politiques de planification concernant le stationnement, le développement social ou culturel.
Revitalisation de secteurs comme celui de la Station intermodale de la Concorde ou de la Station Cartier
Schéma d’aménagement et de développement révisé (SADR)
Centre de services de proximité de l’Est
Réaménagement de parcs.
","Grand projet, aménagement du territoire, TOD, revitalisation de quartiers, développement durable
","Guy Jr. Huneault – Urbanisme
Sophie Gélinas - Communications
",27/11/2018,
"089. Ponts et viaducs : détérioration de la structure 
","Demande d’intervention liée à ….
",,"Quand composez le 911?
Si la détérioration ou les dommages à la structure représentent un danger immédiat pour la santé et la sécurité des citoyens, composez le 911.

Détaillez ce qui sera fait comme intervention, dans quels délais, etc., pour rassurer le citoyen que nous prenons bien en charge.


Dans quel cas devons-nous référer au  MTQ (450 680-6444) ? À préciser
",," Infrastructure, piliers, poutres, tablier
", Philippe Guilbeaut - Ingénierie,02-05-2018,
013. Possession et élevage d’animaux de ferme,"Information sur la possibilité d’avoir des animaux de ferme chez soi (poules, pigeons, chèvres, etc.)
 "," Animaux domestiques  https://www.laval.ca/Pages/Fr/Citoyens/animaux-reglement.aspx ,  Espèces d’animaux domestiques admises à la garde en captivité https://www.laval.ca/Documents/Pages/Fr/Citoyens/animaux/especes-admises-laval.pdf ,  Animaux domestiques  https://www.laval.ca/Pages/Fr/Citoyens/animaux-reglement.aspx ,  bâtiment accessoire https://www.laval.ca/Pages/Fr/Citoyens/batiment-accessoire.aspx , ","- Demeurez-vous dans un milieu résidentiel ou agricole? 
- Êtes-vous agriculteur?","
Maison en milieu urbain/résidentiel:
Vous ne pouvez PAS garder d’animaux de ferme (poules, pigeons, chèvres, etc.) si vous demeurez dans un quartier résidentiel. 

Seuls les animaux domestiques peuvent être gardés en captivité. Pour connaître les espèces d’animaux domestiques acceptées, consultez le site Internet de la Ville au reglements.laval.ca, onglet « » sous la catégorie « Vie quotidienne » vers le bas de la page.

Maison en milieu agricole :
Vous pouvez garder des animaux de ferme si vous demeurez dans une zone agricole. Aucun permis n’est requis, mis à part si un nouveau  doit être construit pour abriter ces animaux. Dans ce cas, consultez l’article de la banque d’information portant sur les « bâtiments accessoires » afin de connaître les détails.

Vous pouvez faire l’élevage d’animaux (c’est-à-dire les entretenir pour en faire la reproduction) seulement si vous êtes un producteur agricole et que votre principale occupation est l’agriculture, et ce, à certaines conditions. 

À NOTER : Un technicien du Service de l’urbanisme pourra valider que vous êtes bien dans une zone agricole et si vous pouvez garder ou élever des animaux de ferme sur votre terrain. 

Si un non-respect de la règlementation est observé : 
Une demande sera adressée au Service de l’urbanisme et un de nos inspecteurs assurera le suivi. Notez que votre présence n’est pas nécessaire lors de cette inspection.
","Poule, poulailler, agriculture, agricole, œuf, poussin, coq, élevage, animaux de ferme, ferme, pigeons, chèvres",Guy Jr. Huneault – Service de l’urbanisme,27/11/2017,05/07/2018
"
008. Poubelle non ramassée et/ou mal vidée
","Demande concernant les ordures non ramassées – résidentielles, commerces, industries et institutions.
 "," 7 logements et moins  https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx ,  8 logements et plus  https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx ,  Industries, commerces et institutions (ICI)  https://www.laval.ca/Pages/Fr/Affaires/collecte-des-ordures-commerciales.aspx ,  collectes https://www.laval.ca/Pages/Fr/Citoyens/collectes.aspx , ","Seulement une adresse ou la rue en entier?
Précisez le type d’habitation? (7 et moins OU 8 et plus) ou le type d’ICI (école, commerce, garderie,…)
À quelle heure les ordures ont-elles été sorties ? (respect de l’horaire)
Demander des précisions sur le contenu des ordures (vérifier la conformité)
Demander des précisions sur le contenant utilisé (poubelle, conteneur, contenant semi-enfoui) 
Les ordures étaient-elles bien accessibles par les camions (aucune obstruction : neige, véhicule…)","
Si l’horaire ou la conformité (contenant et contenu) ne sont PAS respectés :
Étant donné que certaines consignes n’ont pas été respectées, il faudra attendre la prochaine collecte.

Pour éviter que cette situation survienne à nouveau, nous vous invitons à consulter notre site Internet à l’adresse environnement.laval.ca, sous la catégorie «  », où vous trouverez une foule d’informations pertinentes concernant la collecte des ordures : les matières acceptées ou non, l’endroit où les placer, etc. 

Si tout semble conforme :
D’ici environ 3 jours ouvrables, une personne du Service de l’environnement vous téléphonera pour vous indiquer les actions qui seront prises. Nous sommes désolés pour les inconvénients.

","Poubelle, vidange, ordure, déchet, sac de poubelles, bin, boite à déchet, bac, conteneur, molok, poubelle en métal, conteneur, contenant semi-enfoui, cochonneries, saletés, garbage, trash can, dump, container
",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
"
065. Poubelle, bac de recyclage et de compost mal replacé
","
Demande concernant une poubelle, un bac de recyclage et de compost mal replacé par les éboueurs
 "," https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx ,  https://www.laval.ca/Pages/Fr/Affaires/collecte-des-ordures-commerciales.aspx https://www.laval.ca/Pages/Fr/Affaires/collecte-des-ordures-commerciales.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx ,  environnement.laval.ca https://www.laval.ca/Pages/Fr/Citoyens/environnement-recyclage-et-collectes.aspx , ",Seulement une adresse ou la rue en entier?,"
Vos commentaires et observations seront bien acheminés au service concerné. D’ici environ 3 jours ouvrables, une personne du Service de l’environnement vous contactera pour vous informer de la prise en charge de la demande.  

Soyez assuré que notre sous-traitant sera informé de ces désagréments afin qu’il assure un suivi auprès des employés concernés. Nous tenons bien sûr à assurer la bonne qualité de la collecte.


Bon à savoir :
Pour trouver des informations pertinentes concernant les différentes collectes,  
consultez notre site web à l’adresse  

","Ordure, recyclage, compost, matière organique, bac, poubelle, remis milieu de l’entrée, poubelle lancée, remis dans la rue, garoché, remis tout croche, pas au bon endroit.
",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
"
146. Poubelles et bacs de recyclage/compost pleins appartenant à la Ville 
","Demande d’intervention pour vider les poubelles et les bacs pleins appartenant à la Ville 
"," Lien pour vérifier l’horaire  http://www.ville.laval.qc.ca/geo/geoweb/?config=citoyen311 , ","Est-ce une situation récurrente ou s’il s’agit de la première fois? 
Demander des précisions sur le contenant utilisé (poubelle en plastique, poubelle en bois, baril en métal, contenant semi-enfoui, duo (ordure-recyclage), trio (ordure, recyclage-organique)","


","Poubelle, vidange, ordure, déchets par terre, sac de poubelles, bin, boite à déchet, bac, conteneur, molok, poubelle en métal, conteneur, contenant semi-enfoui, cochonneries, saletés, ça déborde, plein, pleine, garbage, trash can, dump, container
",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
082. Poussière incommodante ,"
Demande concernant la présence de poussière incommodante causant une nuisance (ex. : sciage de béton, stationnement non asphalté), provenant d’un voisin, d’un commerçant/industrie, d’un chantier, etc.
"," https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx ,  règlement L-12084 sur les nuisances https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx , ","Est-ce une situation nouvelle OU qui perdure depuis des mois, voire des années?
Êtes-vous incommodé tous les jours, plusieurs fois par semaine? Précisez.
La poussière provient de quoi?
S’agit-il de travaux de construction d’un bâtiment? ","

Le  (disponible sur le site Internet de la Ville) précise qu’il constitue une nuisance et qu’il est interdit de produire ou d’utiliser tout produit, substance, objet dégageant de la poussière ou des particules quelconques, de manière à incommoder une ou plusieurs personnes.

Si un non-respect de la règlementation sur les nuisances est observé : une demande sera adressée au Service de l’environnement. D’ici environ 3 jours ouvrables, ceux-ci vous contacteront pour vous indiquer quelle action sera prise. 

Des éléments de preuves pourraient vous être demandés pour documenter le dossier. Si un constat d’infraction est donné et que celui-ci est contesté, vous pourriez être appelé à témoigner en cour municipale.

À noter :
Si la problématique est reliée à une rue sale, vous référez à la solution : Rue sale (ajouter lien).

Si la problématique est reliée à un chantier actif de l’Ingénierie, vous référez à la solution : Nuisance – Chantier actif de l’Ingénierie (ajouter lien).


","Poussière, poussière de roche, sciage de béton, poussière de camion, terre, ",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
"088. Demande de permis : problème de transmission électronique 
",Information liée à un problème ou à un message d’erreur lors de la transmission électronique d’une demande de permis OU difficulté à remplir le formulaire PDF de demande de permis," Transmettre une demande de permis  https://www.laval.ca/Pages/Fr/Citoyens/transmission-demande-permis.aspx ,  accessibilité https://www.laval.ca/Pages/Fr/accessibilite.aspx , ","Si vous éprouvez des difficultés à transmettre votre demande, avez-vous essayé de fermer complètement votre navigateur Internet et le rouvrir?
Le type de fichier que vous tentez de joindre est-il dans la liste des formats de documents acceptés?
Quelle est la taille de votre fichier? ","
Important : Vous devez absolument enregistrer le formulaire PDF de demande de permis sur votre ordinateur AVANT DE LE REMPLIR afin d’éviter de perdre les informations inscrites. 

Spécifications techniques :
Chacun de vos fichiers ne doit pas dépasser 26 Mo
L'ensemble de vos fichiers ne doit pas dépasser 100 Mo
Vous pouvez joindre 15 fichiers maximum
Privilégiez l’utilisation des navigateurs Chrome ou Firefox (téléchargez rapidement le navigateur Google Chrome en cliquant sur «  » complètement au bas de la page du site Internet de la Ville, dans l’encadré gris).
L’utilisation de cellulaire et tablette n’est pas recommandée.

Si vos fichiers sont trop volumineux et que vous ne pouvez pas respecter les spécifications décrites ci-haut : 
Transmettez votre formulaire de demande de permis rempli et cochez au bas de la page l’option « J'ai d'autres fichiers plus volumineux à transmettre. SVP, communiquez avec moi ». 
Un membre du Service de l’urbanisme vous fournira par courriel un lien vers un service de Web dépôt pour y déposer vos fichiers volumineux.
	","Déposer un permis, demande de permis, obtenir un permis, problème, bug, erreur, transmission, échec de transmission, problème technique
",Guy Jr. Huneault – Urbanisme,22/03/2018,
"176. Puits et géothermie
","Permis nécessaire
Informations générales"," rénovation ou réparation résidentielle https://www.laval.ca/Pages/Fr/Citoyens/renovation-ou-reparation.aspx ,  rénovation ou réparation résidentielle https://www.laval.ca/Pages/Fr/Citoyens/renovation-ou-reparation.aspx , ",,"Forage d’un puit
Un permis doit être obtenu du Service de l’environnement

Géothermie
Pour le creusage du puit, un permis doit être obtenu du Service de l’environnement. 

! Si vous modifiez aussi le système intérieur de chauffage en lien avec ces travaux, un permis de construction-amélioration du service de l’urbanisme est nécessaire si la valeur des travaux s’élève à plus de 5 000 $. 

Consultez le site Internet au reglements.laval.ca, puis cliquez sur  sous la catégorie « Bâtiment principal ». Vous y trouverez les informations nécessaires sur :
La demande de permis;
Le formulaire de demande
Les coûts de permis
Les exceptions des travaux nécessitant une demande de permis.

Si un non-respect de la règlementation est observé : 
Une demande sera adressée au Service de l’urbanisme et un de nos inspecteurs assurera le suivi. Notez que votre présence n’est pas nécessaire lors de cette inspection."," Texte, texte, texte
","Guy Jr. Huneault – Urbanisme
Nom – Environnement",26/11/2018,
"030. Quai privé
","Information sur l’installation, la modification ou la réparation d’un quai privé.
 "," Page Internet – Citoyens riverains https://www.laval.ca/Pages/Fr/Citoyens/riverains.aspx ,  zonage L-2000 https://www.laval.ca/Documents/Pages/Fr/Citoyens/reglements/reglements-codifies/reglement-l-2000.pdf ,  Règlement sur le domaine hydrique de l'État http://www2.publicationsduquebec.gouv.qc.ca/dynamicSearch/telecharge.php?type=3&file=/R_13/R13R1.HTM ,  Riverains https://www.laval.ca/Pages/Fr/Citoyens/riverains.aspx , ","Souhaitez-vous installer un nouveau quai ou modifier un quai existant?
Souhaitez-vous utiliser ce quai à des fins personnelles ou commerciales?
Souhaitez-vous ouvrir une marina?"," 
Normes applicables :
Le règlement de  vous permet d’installer, de modifier ou de réparer un quai privé dans la partie de votre terrain située dans l’eau ou sur le bord de l’eau.

Ce même règlement ne prévoit aucune dimension maximale pour un quai privé.

Le , également applicable à votre projet, vous permet d’occuper gratuitement le bord de l’eau de votre propriété pour y installer un quai, soit flottant avec ancrage amovible, soit sur pilotis, ou un abri à bateau sur pilotis, pourvu que sa superficie n'excède pas 20 m2 et qu'il n'occupe pas plus de 1/10 de la largeur du cours d'eau à cet endroit.

D’autres normes pourraient être applicables si vous désirez installer un quai à des fins commerciales (marina). Si tel est le cas, vous êtes invités à parler avec un technicien du Service de l’urbanisme afin de vous informer de la réglementation applicable.

Permis :
Aucun permis ni certificat n’est requis pour installer, modifier ou réparer un quai privé.

Bon à savoir :
Pour toute l’information pertinente au sujet des responsabilités des riverains, consultez le site Internet de la Ville au environnement.laval.ca, catégorie «   ».
","Quai, rivière, eau, bateau, flottant, ancrage, marina, embarcation.",Annie Filion – Service de l’urbanisme,05/01/2018,
"
040. Recyclage/Compost non ramassé ou mal vidé 
","Demande concernant le recyclage ou les matières organiques non ramassées
 "," Lien pour vérifier l’horaire  http://www.ville.laval.qc.ca/geo/geoweb/?config=citoyen311 ,  https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx ,  https://www.laval.ca/Pages/Fr/Affaires/recyclage.aspx https://www.laval.ca/Pages/Fr/Affaires/recyclage.aspx ,  environnement.laval.ca https://www.laval.ca/Pages/Fr/Citoyens/collectes.aspx , ","À une adresse ou la rue en entier ?
Il s’agit de quel type d’habitation : 7 et moins ou 8 et plus, ou le type d’ICI (école, commerce, garderie, etc) ?
À quelle heure le bac roulant a été sorti (respect de l’horaire) ?
Demander le contenu du bac roulant pour vérifier sa conformité.
Quel type de contenant est utilisé (bac de recyclage, conteneur, contenant semi-enfoui) ?
S’il s’agit d’un bac roulant, est-ce bien un bac de la Ville de Laval ?
À quel endroit le bac a-t-il été placé ? (à un mètre de distance de tout obstacle pour vérifier la conformité de l’emplacement du bac)","
Si l’horaire ou la conformité (contenant et contenu) ne sont PAS respectés :
Lorsque certaines règles ne sont pas respectées, il est nécessaire d’attendre la prochaine collecte.

Pour éviter que cette situation survienne à nouveau, nous vous invitons à consulter notre site Internet à l’adresse  où vous trouverez une foule d’informations pertinentes concernant la collecte des matières recyclables et des matières organiques (ex. : les matières acceptées ou non, l’endroit où placer les bacs, etc.).

Si l’horaire et la conformité ont été respectés : 
Votre demande sera traitée et, d’ici environ 3 jours ouvrables, une personne du Service de l’environnement vous contactera pour vous indiquer les actions qui seront prises. Nous sommes désolés pour les inconvénients.

Bon à savoir :
Pour les unités résidentielles, il existe trois sortes de contenants pour la collecte du recyclage : un conteneur à chargement avant, un contenant semi-enfoui se vidant à l’aide d’une grue ou des bacs roulants de la Ville de Laval.
Aucun surplus (ex. : sac laissé au côté du bac) au bac de recyclage n’est ramassé.
Les matières excédentaires au bac de matières organiques peuvent être déposées dans des boîtes de carton ou des sacs de papier à côté du bac.

","Recyclage, bac de recyclage, bac bleu, matières recyclables, bin, blue bin, recycling, bac, conteneur, molok, container, contenant semi-enfoui, crane collected container, matière organique, compost, organic, green bin, brown bin, horaire de ramassage, collecte, oublie, ICI, résidentiel.
",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
201. Refoulement d’égout ,Demande relative à un refoulement d’égout dans la maison d’un citoyen,"  Réclamations https://www.laval.ca/Pages/Fr/A-propos/reclamations.aspx , ","Y a-t-il des travaux majeurs d’infrastructure à proximité de votre résidence ?
Est-ce qu’un plombier ou un autre professionnel a fait une inspection ou évaluation du problème?
S’il y a eu une évaluation d’un plombier, est-ce que le problème se situe du côté de la ville?","
Refoulement d’égout - La responsabilité de la Ville :
Si le blocage semble localisé du côté des installations privées ET du côté des installations municipales, le citoyen devra d’abord effectuer les réparations nécessaires sur la portion des installations appartenant au propriétaire. Les interventions sur la portion municipale auront lieu en second, permettant également au Service des travaux publics de valider la qualité des travaux effectués et d’apporter les ajustements nécessaires. 

Si, suite aux interventions d’un plombier, le blocage semble relever de la Ville, une demande d’intervention sera transmise au Service des travaux publics. Une évaluation rapide sera effectuée et une première intervention sera effectuée afin de rendre fonctionnelles les installations du citoyen. 

Par la suite, une inspection par caméra sera effectuée afin de fournir un diagnostic plus précis de la problématique et afin d’évaluer les travaux nécessaires au rétablissement des installations. Le requérant sera informé des résultats et des interventions à planifier. 

Deux façons de procéder à la réparation : 
Gainage : à venir
 
Excavation : Lorsque des travaux d’excavation sont nécessaires pour procéder à la réparation, ceux-ci sont planifiés en fonction de l’urgence et du problème. Comme un déblocage est effectué lors de la première visite de nos employés, la notion d’urgence est réglée et les travaux d’excavation sont planifiés en fonction du problème spécifique et des priorités. 

Bon à savoir :
Lorsque des travaux d’excavation sont effectués en bordure ou sur un terrain privé, les travaux de correction du pavage, de réparation de béton/pavé uni, etc., sont pris en charge par la Ville afin de nous assurer que les terrains des citoyens sont remis à l’état initial. 

Note : les travaux seront effectués dans le respect des règlements municipaux en vigueur. Des correctifs seront apportés si les installations privées sont non-conformes. 

Pour consulter la procédure de réclamation, visitez le laval.ca, cliquez sur « À propos » dans le menu du haut, et ensuite sur l’onglet « ». Vous y trouverez l’avis à remplir et les étapes à suivre.
","Égouts, refoulement, back-up, drains backflow, égouts qui remontent, travaux, plombier, côté ville",Julie Nicol – Service des travaux publics,2019-01-21,2019-01-20
026. Règles de bon voisinage,"Information sur les responsabilités d’entretien en tant que propriétaire d’un terrain ou d’un immeuble.
 "," Justice Québec  https://www.justice.gouv.qc.ca/vos-differends/rapports-de-voisinage/ ,  www.justice.gouv.qc.ca http://www.justice.gouv.qc.ca/ , ","À quel sujet communiquez-vous avec nous?
Savez-vous à qui appartient la végétation ou la construction en question?","
Obligations des propriétaires :
De manière générale, le Code civil du Québec prévoit les limites et obligations des propriétaires d’un terrain ou d’un immeuble. 

Si vous êtes en litige avec un voisin concernant : une clôture, un muret, un arbre (ailleurs que dans l’emprise de la Ville), une haie, la disposition de la neige ou autre, la Ville ne pourra intervenir puisqu’il s’agit du domaine du droit civil. 

Pour toute autre information concernant ce sujet, nous vous invitons à consulter le site Internet  pour consulter la rubrique « Rapports de voisinage » ou à communiquer avec le ministère de la Justice au 1 866 536-5140
 
Entretien de la végétation sur le terrain du citoyen:
En tant que propriétaire, vous avez la responsabilité d’entretenir les végétaux qui sont situés sur votre propriété privée. Vous avez donc le devoir de faire :
le ramassage des feuilles;
l’élagage des branches des arbres et arbustes;
la tonte de votre pelouse;
etc.

La responsabilité d’entretien des végétaux dépend de leur localisation :
Si l’arbre, l’arbuste ou la haie est entièrement situé à l’intérieur des limites de votre terrain, il vous appartient et vous devez en assurer l’entretien;
si l’arbre, l’arbuste ou la haie est mitoyen (planté sur la limite de votre terrain et celui de votre voisin), votre voisin et vous en êtes également propriétaires. Vous devrez donc vous entendre ensemble pour en planifier l’entretien;

Entretien de la végétation située en emprise:
Définition d’emprise : L’emprise est la portion du terrain sur une propriété qui longe une rue ou un trottoir, mais qui appartient à la Ville. Cette emprise varie d’une rue à l’autre. Elle peut être nulle ou avoir plus de 10 mètres. Se référer au certificat de localisation pour obtenir une mesure précise.

Selon notre règlement L-10378, vous devez obligatoirement aménager et entretenir les végétaux plantés dans l’emprise non pavée de la voie publique, et ce, à vos frais. Toutefois, seule la Ville est autorisée à y planter un arbre ou un arbuste ainsi qu’à y entretenir les arbres qui ne forment pas une haie.

L’écoulement des eaux/neige :
Le Code civil du Québec prévoit qu’aucun travail ne peut être réalisé sur un terrain pour empêcher ou aggraver l’écoulement naturel des eaux.

En tant que propriétaire, vous devez vous assurer que l’eau, la neige et la glace qui pourrait s’écouler du toit de votre bâtiment tombe sur votre terrain.  
","Code civil, bon voisinage, voisin, arbre, arbuste, haie, branche, clôture, mur, muret, entretien, mauvais entretien, drainage, écoulement, eau, ruissellement, bonne entente, loi, règlements, terrain, non-respect, irrespectueux, litige.",Annie Filion – Service de l’urbanisme,05/01/2018,
"remboursement
","Questions concernant les remboursements émis par la Ville de Laval suite à un paiement en trop ou les différentes factures créditrices occasionnées par un ou plusieurs événements dans le dossier du citoyen (certificat créditeur, terrain vague non desservi en zone agricole, opération cadastrale, etc)
"," taxation@laval.ca mailto:taxation@laval.ca , ","Désirez-vous demander un remboursement suite à un paiement en trop dans votre dossier ?
Aimeriez-vous obtenir des informations concernant un remboursement émis par la Ville de Laval?
","Toutes demandes concernant les remboursements suivants :
Paiement en trop
Terrain vague non desservi
Certificat créditeur
Opération cadastrale
PPU Concorde
Référer l’appel à un agent à la taxation au poste 5700 ou envoyer un courriel à .

Bon à savoir
Le traitement s’effectuera dans un délai de 3 à 4 semaines.
","Paiement en trop, remboursement, zone agricole, reimbursement, overpayment
","Dimitri Giakoumakis – Service des Finances
Isabelle Dubé – Service des Finances
Julie Poitras – Service des Finances",23/05/2018,
"remplacement de chèque
","Demande du citoyen pour que la Ville refasse un chèque égaré ou périmé.
 "," taxation@laval.ca mailto:taxation@laval.ca , ","S’agit-il d’un chèque concernant le remboursement de taxes municipales ou droit de mutation?
S’agit-il d’un chèque concernant la subvention pour le maintien à domicile des personnes âgées de 65ans et plus? 
Est-ce que la date sur le chèque remonte à plus de six mois?
","Pour la ré-émission d’un chèque, il faut transférer l’appel à un agent à la taxation au poste 5700 ou envoyer un courriel à .
remboursement taxes municipales
remboursement droit de mutation
subvention maintien à domicile

Transférer l’appel dans le service concerné pour les autres types de chèques.

Bon à savoir :
Le chèque est encaissable pour une période de 6 mois après la date d’émission.
Les délais de traitement pour la ré-émission d’un chèque sont de 4 à 6 semaines.
","Chèque égaré, chèque perdu, chèque périmé, lost check, obsolete check
","Dimitri Giakoumakis – Service des Finances
Isabelle Dubé – Service des Finances
Julie Poitras – Service des Finances",11/04/2018,
186. Réservation d’un local dans un centre communautaire ou d’un gymnase.  ,Demande de réservation d’un local dans un centre communautaire ou d’un gymnase ," Commission scolaire de Laval http://www2.cslaval.qc.ca/ ,  Le Centre du Sablon http://centredusablon.ca/ ,  Centre communautaire Champfleury https://www.laval.ca/lieux/Pages/Fr/centre-communautaire-champfleury.aspx , ",,"
Réservation d’un local dans un centre communautaire :
Il n’est pas possible pour un citoyen de réserver un local dans un centre communautaire. Les locaux sont mis à la disposition des 480 organismes à but non lucratif reconnus par la Ville de Laval.

Réservation d’un gymnase :
Sur le territoire lavallois, la grande majorité des gymnases sont une propriété de la . Pour connaître la tarification ou les disponibilités, vous devez vous adresser directement à l’école souhaitée. 

Bon à savoir :
Certains organismes à but non lucratif font la location de gymnases ou de locaux, notamment :
 (secteur Chomedey)
 (Ste-Rose) 
","Réservation, locaux, gymnase, louer ", Martin Sauvé – CLSDS BML 6,20-12-2018,
185. Réservation d’un plateau sportif dans un parc  ,"Demande pour faire une réservation ou une location d’un plateau sportif extérieur : baseball, terrain de soccer ou de football. "," Page Internet - Soccer https://www.laval.ca/Pages/Fr/Activites/soccer.aspx ,  Page Internet - Baseball et balle-molle https://www.laval.ca/Pages/Fr/Activites/baseball-balle-molle.aspx , ","Quelle activité voulez-vous pratiquer?
Dans quel secteur souhaitez-vous réserver?
Quelles sont les plages horaires souhaitées?
","
Trouvez les informations relatives à la location d’un plateau sportif extérieur sur le site Internet de la Ville au laval.ca. Sélectionnez « Activités » dans le menu du haut, puis la catégorie « Sports et loisirs » où vous trouverez le lien « Baseball et balle-molle » ou « soccer ». 

Vous y trouverez :
la liste tous les plateaux sportif leurs coordonnées
les tarifs de location
La procédure de réservation



","Réservation, louer, baseball, soccer, ligue adulte, réservation payante, sport", ,26/07/2017,
